review_text,recommendation,rage
This game is not fun. The balancing is really bad and youll get steamrolled really often. Everyone wants to play the same few characters and it gets boring. Its incredibly hard to get into the game as a new player and even if you learn it doesnt feel rewarding. Just play something else.,FALSE,
"When steam asked me ""Would you recommend this game to other players?"" I had to think for a second. That's it, one second.",FALSE,
this game is so fucking shit why is there bans for leaving a game that are longer than the actual game would run for. especially in quickplay not one other game I know do they ban you for so long for it if I lag out a few games in a row trying to fix internet issues I will retain the 10 minute ban timer for every game I leave for way too long two minutes isn't that bad but ten makes me never wanna play the game again this game is also super toxic but I dont mind as long as I get to play but if my internet is bad randomly after a bunch of games I get banned for forever,FALSE,
spending 2 hours in this game is the equivalent of watching izzy adesanya v yoel romero 4 times over,FALSE,
Playing this for a while now the toxic people I could get around but the 10-30 minutes waiting for only someone to drop then restart the process is very broken and not worth the time.   Its a shame since the game could be great but the match making is so broken the game is not worth playing.   The random hacker ( clearly hacking -  spin aim bot guys ) ect have made me uninstall the game.,FALSE,
"As a long-time fan of OV 1 and after about 40 hours in 2, I can say that it should be allowed to die.
Character balance - totally awful
New content - not very funny joke
Community - 70% of the lobby are bots",FALSE,
"With all my heart and soul I truly despise this heap of animal filth disguised as a video game. 

In all my time in this world I have never come across a game that left such a foul taste in my mouth, nor a game that made me want to gouge out my own vocal chords as much as this game. I have been unfathomably close to unleashing my wrath upon my family. My rage is never-ending because of this horrifically unbalanced game, like what do you mean that fisting a small German woman with a three hundred pound weapon of mass destruction does not kill her? And the elimination system is bordering or mentally handicapped territory. It was designed simply to make untalented mongrels feel better about themselves whilst believing they have contributed to their team through false numbers. And because of that the people who are actually playing descently have no idea what their stats are unless they keep count by themselves.
Thus I believe that the people at Blizzard should improve on who they are as people and game developers.",FALSE,
Overwatch porn creators work harder than the game devs.,FALSE,
It's like a worse version of marvel rivals except the community are a bunch of pedophiles and troons and all the other societal rejects nobody wants to associate with,FALSE,
"♥♥♥♥♥♥♥ game, people who make Overwatch porn work harder than this ♥♥♥♥.

Play Team Fortress 2 instead. It takes up less storage, can run on low end devices and it's also free: https://store.steampowered.com/app/440/Team_Fortress_2/",FALSE,
"trash game, play counter strike, i swear even valorant is better than this or play apex whatever, or better yet just kill yourself rather than playing this shit",FALSE,
"Instead of revitalizing the original, they chose to irreversibly kill it once it's eSports scene imploded. The bait they used for smoothing over releasing a sequel was by planning to add a PvE mode to the game to embrace the wonderful world lore they built across many mediums. ... Instead they launched to a poor to mid reaction from some mechanical changes, and announced PvE mode will no longer happen. Now it seems like there might be a mission mode for PvE? idk, I'm not BUYING THE DLC FOR IT.

... Functionally the game is more or less the same from a casual perspective. Just really crappy practices to be expected from modern Blizz.",FALSE,
Horribly balanced game. Your team comp either steamrolls the opposing team or you get steamrolled. There is no in-between.,FALSE,
"Was a fan of the game since 2016, but there's always some problem that constantly tests the patience of players. For me right now that'd be the sudden disconnection issue mid game, no warning, just one moment you're locked in doing something, next moment, you're out and have a afk ban timer on top of that, even if the internet is mostly fine.

Not that I expect any improvements on this but haven't given up hope just yet.",FALSE,
"The one time when they put effort into this game was when Marvel Rivals was mainstream, but I can't stop playing. Can we go back to not strangling my spiritual balls please",FALSE,
"i loved overwatch 1, was a solid game, overwatch 2 took that and destroyed it, one of the most annoying, toxic games i think i've ever played. you drop more then you earn in comp, get matched with people who rather fight with you then play as a team, and throw because there pissy. blizzard, you had something great then took it and shit all over it. fuck this game.",FALSE,
fuck ass game legit bum ass teamates and this fuck ass hanzo sitting in a corner every fucking round instead of helping his team,FALSE,
"stop playing for 1y and come back and its still shit 4/20 
fr shit game",FALSE,
"Game is ass. Tried to reconnect old xbox account through battlenet, got put in a fucking queue and then when it prompted me to quit the game it just broke. Blizzard is still a joke. Don't waste any money or time on this pos. Go get rivals instead.",FALSE,
"Game play is pretty good, but there's constant connectivity issues, WHICH, you will be penalised for, even though there is nothing you can do about there crappy game servers!!!!!!!!!!!!!!!! But don't worry guys! The minute you get to play a game, a f***ing widow maker and a Vendetta, will just f***ing spawn camp you.",FALSE,
"I tried to play this game to see what changes they made, only to find out their stupid phone verification is back. I'm being gatekept out of a free game because I cant afford another phone number, thanks Blizzard.",FALSE,
"they have ruined this game back to back to back... only to ruin it again. 
Shame... had some glorious days 2017-2019",FALSE,
"Hehe, the mods are so pathetic that if your opinions differ from their heifer ring wearing ones, they will do everything within their highly limited ability to try and effect you. They are more pathetic than reddit mods, They literally work on the worst rated game and think that is a flex. They are some of the most pathetic people in this world  and it shows. Good thing the world is getting tired of ignorance like theirs.",FALSE,
"This game is essentially a good game turned into an unnecessary sequel and one of the most pay-to-win trash I’ve ever seen, where the best and only free item is the uninstall button.",FALSE,
"I love this game so much and i was trying to push through when it was getting a little bad but i can’t anymore I’ve moved on, i honestly don’t recommend this game anymore just go play deadlock, tf2, apex, fragpunk, valo or something this game fell off thanks for all the good time overwatch 💔",FALSE,
"horrible game, horrible graphics, horrible character design, no hotfixes ever. would not recommend to a rodent let alone any of my friends",FALSE,
Every game feels decided in the lobby. You either steamroll the other team or get steamrolled and can’t do anything about it...,FALSE,
"horrible game, horrible matchmaking, horrible devs, crappy fanbase, if this game were to shut down tmrw id celebrate",FALSE,
"I think changing the whole developing team to a bunch of trans faggots, resulting in constant crashes of this pile of shit - isn't the best stratgy to keep your community. 
",FALSE,
"If you are gay or trans this will fit you perfect , runed sense Epic games take this game even before but not like now",FALSE,
This game could not run on any computer. It takes up too much space and is horribly balanced,FALSE,
Starting off on a bad foot needing to link to a Battlenet account and during the setup of that infinitive captchas that when you complete still say you are not a human keep trying. After multiple browsers of account creation ended up linked to google for that step to complete just to get my account synced and asked for SMS protection..... just no this ain't it,FALSE,
"screw this game, simple as that, don't play because you WILL not have any fun when you play this game.

you will: a( be killed by the newest hero vendetta. b( be killed by a insane person trying to be the demoman. c(be kill by just about everybody in 0.2 seconds because your team is more idiotic than 3 year olds that find brainrot the most funniest thing on the planet",FALSE,
"This game is so Mid, the only thing keeping it slightly above water is a poor copy of an FPS MOBA mode.",FALSE,
"Kiriko, Vendetta, Venture, Hazard
not a competitive game anymore",FALSE,
"w game, would recommend. 100% worth the time and effort. would buy again if i could.",FALSE,
"Healers can't heal themselves and new heroes are locked behind BP 
the only good thing in this is kiriko , widowmaker and junker queen 
and the best feature is uninstall button because its the only thing that works properly",FALSE,
"played rivals and wanted to try overwatch. Can't even get into the game because I need to give it all my personal information, email, birthday, phone number, fucking social security, and at the end of it there is an error. Come to find out this is a very common error. Why bother trying to sign up to a system that doesn't work when every other game I can just launch, type in a username and play? this is stupid, why bother. I haven't even played and now I'm not going to, waste of my time trying to login.",FALSE,
Marvel Rivals is much better. They copied Magic from Marvel Rivals,FALSE,
"Ok, i have played this game for some time as you can see from my playtime, but because they had introduced new modes like 6v6 and stadium because of Marvel rivals, the player count for the modes have been divided. As a result, the matchmaking became rubbish because you either get stomped hard or be stomped others. There is no in between. Also, lets not forget the servers. Utter rubbish. You can have the fastest connection in the world but because they didnt pay for actual good servers, your wins (or losses) are entirely dependent on their servers. Rubbish. While they did add to the novelty by adding perks, i found the current state of overwatch 2 rubbish and to ensure i dont lose my mind over it, imma have to pass on this. I've uninstalled as of today.",FALSE,
Hero balancing is terrible. If you happen to play one of their favored characters you are always slightly over tuned. Matchmaking fluctuates so much and is bad. All the new characters have abilities that negate all the older characters abilities. You can tell they only care about selling the battlepass and skins.,FALSE,
"this fucking game.THIS FUCKING GAME. I HATE IT WITH ALL MY HEART I WISH IT NEVER EXISTED AND THAT IT WOULDA STAYED AT""Overwatch"" INSTEAD OF THIS RIDICULOUS BULLSHIT FUCK SOMBRA AND FUCK VENDETTA AND STOP GIVING KIRIKO FUCKING SKINS NO STOP GIVING EVERY ASIAN CHARACTER A FUCKING SKIN. FUCK ASIANS MATTER A FACT BECAUSE YOU GUYS ARE WAY TO GOOD AT GENJI. YOU ARE BORN WITH IT. GET OFF THE GAME JACKASS TOUCH GRASS FOR ONCEU FUCKING LOSER. AND CASSIDY IS SO FUCKING ASSSSSSSS SO IS FUCKING DOOM BRO FUCK FIX HIS PUNCH GLITCH AND NERF VENDETTA U GUYS SUCK AT DEVELOPPING JUST DELETE THIS GAME AND ACT LIKE IT WAS NEVER REAL AND PUT A DILDO IN UR BUTT WHILE U AT IT U FUCKING CHUD FUCKS.",FALSE,
"Genuinely one of the worst decisions of my life, getting into this game back in 2016.  I keep trying to write reviews and I just can't.  I don't want to think about the game or the developers or the community anymore.",FALSE,
"this season balancing is 💩. why the fk we have a support can damage like dps and heal like ""mercy""(an in game character has most healing ability) and have mobility of soldier 76? (he is really fast). im talking about ""juno"". wtf is that dude?
this game was balance until some guys craved to make the balance worst than ever.
its a hard game i can accept it but i cant accept a healer have a stronger weapon than the dps guns. its so ridiculous.",FALSE,
Please fix your server. Atleast once everytime i played i got disconnected because of connection lost. Sometimes i can reconnect right back and sometimes it won't even let me login to the main menu let alone letting me connect back to the match. These happened to almost all of the player that are on my match (Their score is also reset to 0 everything) and these gave a massive advantage to the player that aren't discconected.,FALSE,
There Support is as useful as talking to a brick wall always saying go to the fourms and not esclating it to the right Teams,FALSE,
"This game sucks, far worse than Marvel Rivals in almost every way. Only 2 good things about OW is 1) the heroes are way easier to play than Rivals and 2) the game feels less sweaty than Rivals. I only play this game with friends and that's what you should do if you want to have fun. Additionally, the devs clearly don't understand how to balance their game as evidenced by the new hero, who is completely broken and unbalanced. 
0/10 - Only play this with friends, if you don't have any that play this dogshit game, stay as far away as possible.",FALSE,
"this game is so bad, literally its the same as 1 but they made it worse somehow xD",FALSE,
worst game ever the fact that i cant even talk to my teamates after ive played for 10 hrs is insane,FALSE,
"Everything about this game suckssssssssssssssssssss. Mercy players are the worst, gayest scum of the earth who never go outside and have esex with their gay ass cuck 500 pound boyfriends. The only redeeming part of this game is that Blizzard employees sexually harass the women in the workplace and they even nerfed that. If you value your sanity and your physical health don't ever touch this game unless you fw Discord mods and never even hearing the word shower outside of your mom whose basement you live in telling you to take one otherwise she'll throw your lame discord mod ass onto the street.",FALSE,
this game feels like trying to snort cocaine through your anal cavity and loving an abusive relationship while trying not to get deflowered inside a cage where theres a horny rhino thats been fed viagra and multiple honey packs and i love it,FALSE,
This game and its crakkka ass devs can eat my dickk and ballz. Thank you.,FALSE,
I had near 1000 hours on OW1 and a few hours on Xbox of OW1. This game is so unbalanced that you might as well play Marvel Rivals.,FALSE,
Not the promised overwatch 2 and yet is really bad lol. Should've keep overwatch 1 and keep your constant mircotransactions going cause yall clearly out of ideas,FALSE,
"Terrible asian servers, i have wired internet and avg 10-12 ms ping and get disconnected every 4-5 games. this is beyond ridiculous as i cant even play ranked without randomly getting kicked with 4-24 hour ban with absolutely no support from the devs to fix or acknowledge it",FALSE,
"Every time i open the game, it always sends me into a black screen and then it wont let me use my pc until i ult + tab. I can tell why this game got so much hate",FALSE,
"A presença de amigos faz jogar esse jogo marginalmente tolerável. 

A quantidade de seres depravados que tratam a partida casual média como se fosse o debut deles como jogadores profissionais, fazem da experiência de solo que equiparável a ser molestado por 74 bárbaros mongóis. 

Não vou nem entrar no mérito de que você provavelmente tem que instalar 70 petabytes de spyware só pra tu conseguir fazer um login no site dessa companhia mais bem conhecida por suas práticas Billcosbianas.

Recomendo para aqueles que não possuem amor próprio. E dito isto, continuarei jogando com os meus amigos.",FALSE,
Tried picking up this slop after hating it on xbox when it first came out and it souring the hero shooter genre for me for years until marvel rivals came out so I decided to give ow2 a chance and oh an hour playtime trying to LOGIN because the page it takes u too everytime you click it all your screens go black for a sec it loads and then your screen goes black again and disappears,FALSE,
"due to server problems 2 players from my match were disconnected at the start, one of them being my friend. So i leave the match to rejoin him instead of having him wait a whole game and this being my first ever DC i get punished by being blocked from matchmaking.",FALSE,
this shit fucjing sucks. vendetta sucks. dont play this shit. unbalanced nightmare,FALSE,
"lowkeymially so bad bro, matchmaking is shit im playing level 150 players every match as a level 3 like MAKE SKILL BASED MATCHMAKING ATP ISTG",FALSE,
Watching your favourite characters become unplayable with each patch feels like finding a dying animal on the sidewalk that keels over when you try and help it.,FALSE,
"Its too late for me but you can still save yourself, run.",FALSE,
"not overwatch. first person league. leave it to blizzard to polish a diamond into a turd.

give me back my overwatch i once bought",FALSE,
"Hahaha, Blizzard you are so pathetic lol, I've played Overwatch since day 1 (2016) I was super hardcore about this game and was trying my best every game, because of that they PERMANENTLY Banned me in Overwatch 1 5 years ago, when Overwatch 2 came out I asked them to unban me, because technically it is a different game right? they declined.

Okay I created new account, started playing Overwatch 2, at that time I was living in Europe, I moved to the states, tried to join my account to play game and they asked me to attach my phone number (I tried to attach my American phone number and just change region) for a simple thing like this they ask me a PICTURE OF MY BILL WITH MY ADDRESS :D Ahaha, No Thank you! I will not play this garbage.",FALSE,
"I really don't enjoy playing this, but two of my friends do, and everyone and a while they condemn me to the hell hole that is overwatch 2.",FALSE,
On My Birth Year of 2000 we need to ban 20+ people as teamates to many lost lambs tryna run sniper in comp and believe by some forced miracle they can one shot not through one but 2 sheilds like if you dont pop people out of planes in battlefield then dont try that clip farming mess here ppl like to win was top 500 on Console #206 so i know the issues not me same logic applies they do nothing but make this dragon angry with their pride and inturn cowardice when cornered,FALSE,
Would be fun if my teammates weren't lobotomized homunculi that don't know how to target the supports.,FALSE,
"''Blizzard requires a phone number as an anti-cheating measure.''
DAFUQ IS THAT SHIT. FUCK OVERWATCH & BLIZZARD. Go backrupt.",FALSE,
"Cant even login, softlocked in a menu loop, not even the customer ""support"" team will help with the issue",FALSE,
This game sucks and is full of foids and incels,FALSE,
"BUNCH OF TRASH IN RANK. AND SERVER DONT KNOW HOW TO BAN THOSE PLAYER WHO ARE BRAINLESS AND THORW IN RANK. WELL BLIZZARD, A DAMN USELESS COMPANY, DONT KNOW HOW TO MAKE ENVIRONMENT GOOD FOR THOSE WHO ARE TRYING HARD IN RANK.",FALSE,
"riddled with pro woke agenda and DEI. 
Players all crybullies who can't deal.",FALSE,
"fuck la overwatch ,over 10million of player ?still taking fucking long time to queue !o0o hkc diuniamahai",FALSE,
"Blizzard doesn't deserve your money or time, and don't think they suddenly respect it because another guy farming yachts is in charge. This has the worst matchmaking you will ever see in your life. You will question how someone from your own species could possibly decide to queue for a mode called competitive and somehow reach the rank of master with the ability to only drool on their keyboard or at least that's all they could show me in the 40 minute match I had to spend my time and emotion on in an attempt to win as they troll you and your team for no reason other than to... drool on their keyboard??? This is not a salty rant, I have a 60%-80% win rate on my mains and rank high every season of my life I have wasted on this game but with this most recent reminder of why I stepped away in the first place, run far away from this game if you want to play a competitive game with any sort of integrity. The devs will release a character and allow them to dominate the meta for months, meanwhile if any character from the old roster creeps in to the meta they get an overwatch dev team certified heavy handed smack of a nerf usually 33-50% of a part of their kit. The decisions behind some of these changes just can't be anything other than money driven it doesn't make any sense. Let the cute and new characters dominate so they can get new skins 3-4 times a month meanwhile nothing actually gets fixed. If this is the future of gaming I don't want it.",FALSE,
"the same cancerous broken heros still arent balanced, community is g@y and annoying, skill ceilings dropped since ow1 due to trashcan heros any clanker can roll you with such as orisa in this dumpster fire 5v5 trash. been playing since 2016 with nearly 3000 hours across console and pc and they change my name to fucking lemonbear...


BattleTag: FATCHODE69
Game: Overwatch

Your fellow players reported your BGS BattleTag - Inappropriate BattleTag multiple times for violating the Code of Conduct [https://battle.net/support/article/42673], and we’ve modified FATCHODE69 as a result.


As the owner of this account, you are responsible for all actions associated with it. We will only overturn penalties if there is evidence of a compromised account or similar extenuating circumstances.

View the Account Restrictions [https://battle.net/support/help/restrictions] page for more information.

Regards,

Customer Support
Blizzard Entertainment



No wonder this games dead as fuck",FALSE,
stay away from this game before its too late and has you trapped here forever,FALSE,
Make actual fun characters instead of reskinning your friendly neighborhood twink or pansexual drill man.,FALSE,
Absolutely unplayable because of the mentally challenged player base,FALSE,
ไอเหี้ยโครตควาย เจอแต่ทีมเอ๋อ สมองน้อย เซิฟก็หลุดบ่อยไม่แก้ไขอะไรเลย ทำเอาแต่เงิน ทำเอาแต่แรงงาน,FALSE,
"Who is playing this shit in the big 25 and moving to the big 26 🥀💔
Valorant so much better.",FALSE,
LOGIN SO LONG AND LOST CONNECTING AND GET BANNED 10 MIN MY PING GOOD AND MY WIFI 100MBPS ONLY ME CONNECTED LOL,FALSE,
"Play overwatch 
Enter a game
Lose your sanity
Hate your life decisions 
depression 
repeat 
fuh this game",FALSE,
after more than 1000 Hrs playing the game still the matchmaking system awful,FALSE,
"i came into this game thinking it was like the green website, i ended up losing my mind",FALSE,
fucking die please please please i fucking fucking fuck. hate this shit oh my fucking fuck.,FALSE,
i wasted four years getting abused by overwatch just for mommy to replace it with its fat and lazy dad. the hits don't hurt the same it just feels bad,FALSE,
PLEASE FIX YOUR SERVER.. MY PING ALWAYS 30-40 ISH AND STABLE BUT ALWAYS LOST CONNECTION ????????? I CANT EVEN PLAY EVEN ONCE / 10 MATCH QUEUE? BEFORE ITS NOT LIKE THIS AND I LOVE IT BUT NOW SO TRASH,FALSE,
"i have more hours on bnet, save yourself before its too late. awaiting the great shift in terms of better content and community standards. will happily change review if they add naked cassidy skin",FALSE,
"This is the second time I've had to make this review, so I guess they deleted it. Game has terrible support for anything other than cosmetics.",FALSE,
"drip fed content, came back after a few years for the same map to have a ""different time of day"" mode and like 1 or 2 new characters, the old ones i liked got reworked on nerfed so dont fall in love with a characters kit cuz chances are it will go away",FALSE,
"Requires a post-paid phone number for some reason. 

Meaning if you have a pre-paid phone number and even if you bought Overwatch 1, you cannot play Overwatch 2.",FALSE,
"13 hours in, i'm godamn plat 2 and i gotta carry 4 dog on my damn back because apparently IQ IS NO NEEDED IN PLAT... AND I GOTTA DO IT WITHOUT A DAMN MIC BECAUSE WHATEVER DAMN REASON I GOTTA BE IN THE COOL KID PLAYGROUJND TO TALK. tell me who got the brilliant idea to prevent people from communicating IN A COMPETITIVE TEAM GAME, plz endorse me so i can start barking at my teamates",FALSE,
"predatory monetization, filled with hackers and you have to sign your phone number",FALSE,
"THANKU BLIZZARD, BATTLE-NET AND ALL THOSE THAT ARE WORKING ON THIS AWESOME GAME.
THANKU FOR TELLING ME I'M A ROBOT WHILE TRYING TO MAKE A ACCOUNT TO PLAY THIS ABOMINATION.
THANKU FOR WANTING MY PHONE NUMBER MORE THAN ALL THE WOMEN PRESENT ON THIS PLANET.
THANKU FOR BEING SO USELESS OF A COMPANY.
TRULY, THANKU.",FALSE,
"this game just needs to die
its trash and I didnt know until someone did it better",FALSE,
The balancing team is just getting higher and higher with every patch,FALSE,
metapsychically retarded nigger teammates pick support and cant heal a tank when ENEMY TANK HAS 2 HEALERS AT ONCE FUCK THIS GAME,FALSE,
"Game has horrible balancing with heroes and really bad battle passes AND loot boxes, Avoid if you can",FALSE,
"matchmaking is still terrible, also they care more about serving dps players than supports or tanks",FALSE,
you can not chose your prefer region servers. also bad servers in my region ,FALSE,
its like a toxic relationships you wanna quit but you cant ine second youre having an orgasm and in the other youre screaming at your healer/damge/tank for not doing as you think even though you never said anything(:,FALSE,
"getting bad more and more when they added vendetta they killed the game, and the fkin server DC  every game and give me a ban for thier fault my wifi is good in every game but overwatch want to kick me in every game and give me a ban... al the hate for this a$$ game
",FALSE,
its a video game it has pixels it has mechanics it has and objective it has the video game things,FALSE,
I played this game after playing deadlock and its super boring now,FALSE,
fucking cancerous game burn and rot in hell if you play this shit,FALSE,
This is the worst game of all time and do not even think of playing it for your own sanity.,FALSE,
"The Matchmaking system is a joke.
Perks are half assed.

I once got 30k healing as Weaver (Most heals in the match by at least 5k), more than doubling other team healer, We ended up winning but just barely. That match made my rank go down 20%, and my Weaver SR go up by 12.",FALSE,
If your game crashes then you rejoin after 20 seconds and play to the end you're banned for 2 hours,FALSE,
정치질좀 작작해라 나도못하는건 알지만 시발 니들이 먼저잘해,FALSE,
might play for another 1000 hours but still not in a good state tho,FALSE,
"they use shi*ty server for sea region. u disconnected, and then they suspend u everyday. yeah, really great experience",FALSE,
"I play doom -translating-
Glory to the IDF and the state of Israel",FALSE,
i know what ur thinking. just don't. It is not good. There is a reason you uninstalled it.,FALSE,
I'd rather chew on glass instead of play competitive,FALSE,
"it gave me stage 4 testicular cancer, it also gave me lupus.",FALSE,
"Too many attempts.
You can't access this page right now. Please try again later.",FALSE,
"screw this game, its horrible, better to go gambling",FALSE,
Idk why or how the game keeps getting worse its crazy,FALSE,
It's honestly worth giving a try just to see how far it's fallen as a grim spectacle.,FALSE,
"you need to handle this game like you would any other addiction: if you think you have a method to your use, you've gone too deep.",FALSE,
NOT ONLY IS IT BAD WHEN IT CAME OUT IT NOT ONLY LOST IT IDENITY AS OW IT LOST IT'S LORE IT PLAYERS AND IT'S SO DOWN BAD FOR PLAYERS COMP HAS CROSSPLAY. AND TRUST ME I KNOW IT'S WENT CROSSPLAY BECAUSE I CAN SEE THE CROSSPLAY ICON WHEN IM IN COMP. SO WHEN IS OW3 COMING OUT I WOULD SAY IN ABOUT 6 MONTHS AND IT WILL JUST BE OW 1 WITH THE NEW HEROS AND STILL BAD BALANCE BECAUSE OF IT HAS TO MANY HEROS THATS THE DOWN FALLS OF ALOT OF THESE MOBA'S AND HERO SHOOTERS THEY HIT A POINT WHERE THEY HAVE TO MANY HEROS. AT LEAST SIEGE IS DOING SOMETHING RIGHT WITH SOME OF THE REDESIGN OF HEROS IT'S NOT JUST LETS ADD ONE THING TO THERE KIT THEN REVERT IT BACK A YEAR LATER. ALSO THE ONLY REASON I COME ON TO OW2 IS TO PLAY 2 GAMES PER DAY REPORT THE LOBBY AND THEN STILL COME BACK THE NEXT DAY TO HAVE 3 PEOPLE BANNED. THAT SAYS ALOT WHEN YOU CAN FAILS REPORT AND NOTHING COME BACK ON YOU. AND THE ONLY REASON WHY IM DOING THAT IS TO KILL THE GAMES FASTER BECAUSE ALOT OF THE PLAYER BASE CAN'T MAKE A NEW ACCOUNT BECAUSE THERE TO DUMB TO JUST VPN THEM SELF TO INDIA TO MAKE A NEW ACCOUNT.,FALSE,
"I got suspended because a hater made a group of people to report me, trust me this is real",FALSE,
"Overwatch 2 is like Overwatch, but bad? And my friend is bad? And I am bad? What the frick.",FALSE,
"They added a fake roman character (She is not actually roman cause she doesn't shout ""attenzione pickpocket"")",FALSE,
THE WORST GAME EVERY MADE. EVERY PEROSN THAT PLA YS IT SHOULD BE KILLED VIA FIRING SQUAD,FALSE,
"Game is not worth it do not play if you value your time and sanity,",FALSE,
perma banned for supposedly cheating but have never cheated or used any thirdparty lmao,FALSE,
after 6.7 hours i can officially say this game is total asscheeks,FALSE,
WOULD LOVE TO TRY IT BUT I DONT HAVE THE GOVERNMENT CREDENTIALS TO LOG IN. IM NOT GIVING YOU MY PHONE NUMBER YOU CLOWNS. YOU DATA PROTISTUTES! REMOVE THE NONSENSE THIRD PARTY DATA VAMP AND I MAY GIVE IT A TRY.....CLOWNS!,FALSE,
dont play comp .... unless you want to....... i wont stop you,FALSE,
Ts game is graping me. The match making system is some how worse than valorant,FALSE,
dont even think abt downloading ts. play this game and you will jump off the map irl.,FALSE,
horrible disgusting game made by bad people. Like WHAT HTE UFKCMK TYGWET MAGUA OUT OF MY VIDEOGAME HES NOT FUN BLIZZARD HE RUINED MY FUCKING LIFE THAT PATCFH I WAS GRINDING AND GRINDING AND U JUST CHUDOUT 4 WUT?????????????????????????????????????????????????????????????????????????????????????? I QUIT THAT PATCH AND I DON'T FORGIVE U,FALSE,
I've liked it for a very long time and it is still pretty decent right now but I am still salty about the fact that I waited for this game for years just for every promise to be broken and for every price to be raised..........................................................................,FALSE,
if you ignore all the bad stuff its fun but its really hard to ignore sometimes,FALSE,
"If you ever want to play OW2, then beware that even a fresh Account can be randomly banned. quite a sad moment for me, but i don't mind this.

So everyone else reading this, beware, maybe some salty person gets very angry or who knows maybe the AI wasn't sure, but hey, you have been warned!

Overall OW2 is like OW1, it isn't that bad, but it is more a personal opinion here",FALSE,
its fun for me i think others struggle against me in this game but its fun for me,FALSE,
"If you want a game with devs who don't listen to their fans. This is your chance.
",FALSE,
"yes i use steam to launch ow2, and yeeees i am a spiritual virgin !",FALSE,
"bring back the ow 1, ow2 is just a LGTV lobotomized failure",FALSE,
i cant create account because im have bad phone number. garbage game,FALSE,
my girlfriend broke up with me because i kept playing this game instead of raising our kids,FALSE,
เกมปัญญาอ่อน เซิฟเวอร์ปัญญาอ่อน,FALSE,
Jeff Kaplan made a masterpiece so Blizzard could make a monstrosity,FALSE,
hot dogshit with sprinkles on it calling itself a birthday cake.,FALSE,
This game is wannabe Marvel rivals it is a shadow of it's formal self . that is all I hate it,FALSE,
Nope nah never i spent a day on it I'm in emotional pain!! Please send help,FALSE,
"it makes you unemployed, sad, and gay",FALSE,
I never knew baboons played video games until I played overwatch,FALSE,
"NEVER open Overwatch. Don't ruin your future!!! Don't do overwatch, eat your school, stay in vegetables",FALSE,
"zero matchmaking solo q is impossible no fun
",FALSE,
If you value your sanity dont touch this fuck ass game. (i love playing ts),FALSE,
"fun till its not, what else is there to say? BUT, I'm gonna keep playing :o",FALSE,
"This game has a horrible suction on my life. This game actually leeches the light from my life and all I can hear is Genji no matter what I'm doing. Every time I close my eyes, I see that god forsaken ninja with his shitty sword.",FALSE,
"""FAILED TO CONNECT TO SERVER"" YEAH FUCKING RIGHT. OF COURSE AS SOON AS I GET TANK OVERWATCH FUCKS ME OVER BY CONTINOUSLY FUCKING THEIR SERVERS",FALSE,
"What is the point? it is same game as overwatch 1, I found no differences",FALSE,
The que is awful with finding players with similar skill level as you.,FALSE,
Probably should only play this game if you like torturing yourself,FALSE,
nerf vendetta. this game is a torture that you should never recommend to people.,FALSE,
former ow1 top500 just downloaded on steam to tell blizzard February 14th 2027,FALSE,
Disgustingly bad servers. Issues all the time.,FALSE,
0/10 game won't accept kazakh phone number,FALSE,
This game makes me want to rip my heart out and kill my self everyday i get railed by some random tank with 800 hp. I hate it its on the same level as brawlhallah.,FALSE,
"A straight-up downgrade from OW1, nothing appealling about it anymore",FALSE,
"DISCONNECT BY SERVER BUT BAN ME? , OVERWATCH PO*N  STILL GOOD THAN THIS SHIT SERVER",FALSE,
"Overwatch -2

Blizzard killed an iconic shooter with an unfun, unbalanced, microtransaction-infested scam.",FALSE,
If you like your video game companies to instead be skin manufacturing companies and to have social engineering ruin your online experience then play this game! Blizzard is pure trash,FALSE,
"legiterally the worst thing to happen to me, would not recommend",FALSE,
"can't name another game that has a requirement to have a phone number for which you pay monthly, glad I can't though. 
wanted to play this game twice, the first time their app failed to see my number (for which I paid monthly and everything was fine with it) the second time you can probably guess why I failed to log in. 

I wish I played this game in 2016 instead of playing tf2, not because tf2 is bad but because overwatch was good. 

quite depressing how such beautiful games can degrate in such horrible way.",FALSE,
There's so much i have to say about this game but it doesn't deserve more of my time. 5v5 is unfun and with them coming out and saying 6v6 will receive no further updates i cant see myself caring enough to play OW at all. 6v6 is better and always will be i hope they one day realize that,FALSE,
"I couldn't even log into the game. It asks me to link a phone number, but an error occurs while linking the number.",FALSE,
"This is a big game telling me that I don’t have a post-paid phone number — which is simply not true.

I created an account, provided my email, passed multiple captchas, and after all that, the game blocks me because it doesn’t like my phone number.

The SMS verification never arrives, despite using a long-standing post-paid line.

This level of account verification is excessive, invasive, and poorly implemented, especially outside the US.

I gave up before even playing the game — not because of gameplay, but because of Blizzard’s broken authentication system.",FALSE,
"Money hungry company with a terrible game. Massively unbalanced characters. Ridiculous shop features, constantly trying to get you to pay a hundred dollars for a couple of mid skins.",FALSE,
the ranked mode is very bad made i wont recommend playing ranked as u will prob hate ur life after so,FALSE,
"Such a fall from grace, this game progressively gets worse.  I still play, but it's awful...it's sad though when it's actually better than most other offerings.",FALSE,
This game is trash. Why do I see the game having mixed reviews? Why isn't it overwhelmingly negative anymore? Where's my PVE bro? Don't play this game at all.,FALSE,
